NPN;construction;preposition;noun;pre_lemma;context_pre;costr;context_post;number_of_noun;Type;other_cxn;meaning;syntactic_function
<<<<<<< HEAD
fili su fili;yes;su;fili;potenzialità;"O meglio c'era una che un giorno ""avrebbe potuto"" essere lei: se da un lato obbediva alla vocazione, se svolgeva le potenzialità,";fili su fili;.;pl;_;_;greater_plurality/accumulation;nominal
colpo su colpo;yes;su;colpo;ribattere;All'Arechi gli uomini di Beretta hanno dovuto fare i conti con una Salernitana mai doma, pronta a ribattere;colpo su colpo;agli affondi dei più blasonati avversari.;sg;_;_;succession/iteration/distributivity;modifier
secondi su secondi;yes;su;secondo;perdere;Hakkinen passa in testa (deve ancora fare il pit - stop), Schumacher comincia a perdere;secondi su secondi;.;pl;_;_;greater_plurality/accumulation;nominal
letture su letture;yes;su;lettura;di;Io mi sono perduta come il signor Tiburius di Stifter, nel mio bosco personale con alle spalle un medesimo passato di;letture su letture;verso il cuore dell'impostura.;pl;_;_;greater_plurality/accumulation;nominal
colpo su colpo;yes;su;colpo;rispondere;Entrambe le compagini si sono affrontate a viso aperto rispondendo;colpo su colpo;a qualasisi iniziativa opposta, esibendo in certi frangenti anche giocate di buona tecnica.;sg;_;_;succession/iteration/distributivity;modifier
ore su ore;yes;su;ora;teatro;Gli uomini possono trascorrere a teatro;ore su ore;, e le loro esperienze comuni sono le più svariate.;pl;_;_;greater_plurality/accumulation;nominal
materia su materia;yes;su;materia;di;Cazzetti, fichette, zinnette, culetti sodi esplodono su di me in una cosmogonia di;materia su materia;.;sg;_;_;greater_plurality/accumulation;nominal
comunicazioni su comunicazioni;yes;su;comunicazione;ovvero;La capacità di significare tramite icone implica anche che tutti i processi di comunicazione siano di secondo livello, ovvero;comunicazioni su comunicazioni;, spesso lontane dalla vita quotidiana.;pl;_;_;greater_plurality/accumulation;nominal
stagione su stagione;yes;su;stagione;subire;Come si erano convinti a smettere di accettare le regole subite;stagione su stagione;da centinaia di migliaia di raccoglitori di frutta, verdura, zucchine e pomodori, angurie in Puglia e grappoli al Nord, senza ribellione?;sg;_;_;succession/iteration/distributivity;modifier
superficie su superficie;yes;su;superficie;vita;Dove ho letto che al momento finale, quando la vita,;superficie su superficie;, si è - incrostata di esperienza, sai tutto, il segreto, il potere e la gloria, perché sei nato, perché stai morendo, e come tutto avrebbe potuto andare diversamente?;sg;_;_;succession/iteration/distributivity;modifier
record su record;yes;su;record;così;Ma in questi anni va così,;record su record;.;sg/pl;_;_;greater_plurality/accumulation;nominal
colpo su colpo;yes;su;colpo;rintuzzare;Ma Giuseppe Stefanel, Bepi per gli amici, 44 anni, presidente e amministratore del gruppo di Ponte di Piave, non ci sta a passare per vittima sacrificale: rintuzza;colpo su colpo;gli attacchi, e annuncia che il secondo semestre '96 si chiuderà con un piccolo utile, dopo che al giro di boa dei primi sei mesi dell'anno il passivo segnava 19 miliardi.;sg;_;_;succession/iteration/distributivity;modifier
limoni su limoni;yes;su;limone;succhiare;Di certo stava ancora succhiando;limoni su limoni;per curarsi la violenta dissenteria che lo aveva colto nella notte e che lo aveva costretto a passare il comando a Vega.;pl;_;_;greater_plurality/accumulation;nominal
colpo su colpo;yes;su;colpo;ribattere;Il Lecce metteva subito sotto pressione il Toro che non si lasciava intimidire e ribatteva;colpo su colpo;.;sg;_;_;succession/iteration/distributivity;modifier
colpo su colpo;yes;su;colpo;israeliano;Diviso tra la sua anima pragmatica legata a Yassin e quella oltranzista del pediatra Rantisi, il gruppo, con profondi contatti col cosiddetto fronte delle carceri, replica alle ritorsioni israeliane;colpo su colpo;senza disdegnare quando necessario la ritirata strategica, la tregua, in vista di una razionalizzazione delle proprie forze.;sg;_;_;succession/iteration/distributivity;modifier
ore su ore;yes;su;ora;passare;Sei mesi da quando Veronica l'aveva lasciata, e ogni giorno l'appartamento si faceva più vuoto, Giorgia più malinconica, ridotta a passare;ore su ore;davanti al computer.;pl;_;_;greater_plurality/accumulation;nominal
colpo su colpo;yes;su;colpo;attacco;Ma Rambo non ci sta, Rambo combatte, lui resta in forma e risponde all'attacco;colpo su colpo;, prendendo la natura a calci nel culo e spaccando il muso alla società.;sg;_;_;succession/iteration/distributivity;modifier
emendamenti su emendamenti;yes;su;emendamento;ieri;Basti pensare che, per tutto il pomeriggio, nella riunione plenaria in Sala della Regina sono stati presentati ieri;emendamenti su emendamenti;.;pl;_;_;greater_plurality/accumulation;nominal
tappa su tappa;yes;su;tappa;aggiungere;Carica sulla Mercedes il figlio e la ex moglie, si ferma nei migliori alberghi lungo il tragitto, attraversa la Penisola Iberica aggiungendo;tappa su tappa;"di un itinerario ""turistico"": Malaga, Costa del Sol, Alicante.";sg;_;_;succession/iteration/distributivity;modifier
cambiali su cambiali;yes;su;cambiale;firmare;Mario viveva lì da tanto tempo, aveva comprato quell'appartamento firmando;cambiali su cambiali;per anni, perchè doveva essere così, il matrimonio si sa impone questo tipo di sacrifici.;pl;_;_;greater_plurality/accumulation;nominal
colpo su colpo;yes;su;colpo;ribattere;Ma in questo campo gli americani sono in grado di ribattere;colpo su colpo;: Chevrolet risponde con una cult car, la Corvette.;sg;_;_;succession/iteration/distributivity;modifier
telegrammi su telegrammi;yes;su;telegramma;spedire;So benissimo che tu qui spedivi;telegrammi su telegrammi;.;pl;_;_;greater_plurality/accumulation;nominal
colpo su colpo;yes;su;colpo;luterano;Carafa no, preferiva abbandonare i protestanti al loro destino piuttosto che concedere anche una piccola incrinatura dell'autorità assoluta della Chiesa: occorreva ribattere ai luterani;colpo su colpo;, fare pulizia al proprio interno e dotarsi di apparati nuovi che raccogliessero la sfida.;sg;_;_;succession/iteration/distributivity;modifier
miliardi su miliardi;yes;su;miliardo;risparmiare;Soprattutto per gli assicuratori, che possono continuare a inserire una clausola che consente loro di risparmiare;miliardi su miliardi;sulla pelle degli assicurati.;pl;_;_;greater_plurality/accumulation;nominal
vittime su vittime;yes;su;vittima;immolare;Filippo attraversò l'accampamento gettando una rapida occhiata ad Aristandro che continuava a immolare;vittime su vittime;sul suo altare fumigante nella notte, e raggiunse un luogo in cui sorgeva un gigantesco banyan.;pl;_;_;greater_plurality/accumulation;nominal
progetti su progetti;yes;su;progetto;sfornare;Lei continua a girare il mondo e a sfornare;progetti su progetti;.;pl;_;_;greater_plurality/accumulation;nominal
ritardi su ritardi;yes;su;ritardo;collezionare;Una sorta di modello finlandese, sulla falsariga della società che ha affidato ad Areva la costruzione del reattore di Olkiluoto (che sta però collezionando;ritardi su ritardi;, l'ultimo reso noto proprio ieri).;pl;_;_;greater_plurality/accumulation;nominal
miliardi su miliardi;yes;su;miliardo;fare;Voi Cannarozzo e Cazzetta ci rovinate la vista, mettete in mostra le Fiat nude come la Caprioglio senza coprirne con i lenzuoli le lamierazze, e fate;miliardi su miliardi;in Brianza e a Squinzano, e poi i bei risultati sono l'Italia.;pl;_;_;greater_plurality/accumulation;nominal
dolori su dolori;yes;su;dolore;su;E dietro a quello, molti altri ricordi rossi, indicibili, segreti, sepolti da anni di uso di mondo, errori, matrimoni, figlie, partenze, musica, abbandoni, gioielli, amanti, dolori, e dolori su;dolori su dolori;per mimetizzare il padre di tutti i dolori.;pl;_;_;greater_plurality/accumulation;nominal
mutamenti su mutamenti;yes;su;mutamento;accumulare;«È falsa - scrivono Niles Eldredge e Ian Tattersall, due eminenti paleontologi americani - l'idea di una evoluzione lenta e stabile, progressiva, che accumula;mutamenti su mutamenti;per piccoli scarti, che alla lunga, sommandosi, portano all'emergere di situazioni nuove…;pl;_;_;greater_plurality/accumulation;nominal
palmo a palmo;yes;a;palmo;che;Moltitudine di prostitute e colori sgargianti, stuoli d'artisti e piaceri del cibo, mio Ludovico, servono a celare spie e sbirri, giudici e inquisitori che;palmo a palmo;scrutano incessanti.;sg;_;_;succession/iteration/distributivity;modifier
pezzo a pezzo;yes;a;pezzo;guardare;Drogo lo indossò e si guardò;pezzo a pezzo;nel piccolo specchio della propria stanza.;sg;_;_;succession/iteration/distributivity;modifier
testa a testa;yes;a;testa;accanto;Banga salì subito sul letto con lui, si sdraiò lì accanto,;testa a testa;, e il procuratore, con una mano sul collo dell'animale, chiuse finalmente gli occhi.;sg;_;_;juxtaposition/contact;modifier
palmo a palmo;yes;a;palmo;zona;Per ore e ore hanno battuto la zona;palmo a palmo;.;sg;_;_;succession/iteration/distributivity;modifier
goccia a goccia;yes;a;goccia;impianto;La sala, ordinata e illuminata, Amalia l'ha riempita di piante ben curate, a decine, coltura idroponica rivestita di una ghiaia sottile e brillante, irrigata con un impianto;goccia a goccia;che fornisce un miscuglio di fertilizzante e sali minerali.;sg;_;_;succession/iteration/distributivity;modifier
corpo a corpo;yes;a;corpo;scontro;Non possedeva più la pistola e la spranga che aveva trovato si sarebbe rivelata utile solo in uno scontro;corpo a corpo;.;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;danza;Il killer - ballerino e le cubiste - prede erano impegnati in una danza;corpo a corpo;molto coinvolgente.;sg;_;_;juxtaposition/contact;modifier
palmo a palmo;yes;a;palmo;scrutare;E invece la sua macchina, accompagnata dai rintocchi della campana di Montecitorio, è arrivata puntualissima sul piazzale della Camera, scrutato;palmo a palmo;dai tiratori scelti appostati sui tetti.;sg;_;_;succession/iteration/distributivity;modifier
corpo a corpo;yes;a;corpo;combattimento;James Buck aveva fatto parte delle SAS, le forze aeree speciali britanniche, e, tra le altre cose, era un esperto di combattimenti;corpo a corpo;e di armi bianche.;sg;_;_;juxtaposition/contact;modifier
pezzo a pezzo;yes;a;pezzo;smontare;E vabbè, ma che significa, che la riforma Fornero resterà così com'è o verrà smontata;pezzo a pezzo;?;sg;_;_;succession/iteration/distributivity;modifier
