ID;preposition;pre_lemma;meaning;NPN;construction;syntactic_function;noun;number_of_noun;Type;other_cxn;context_pre;costr;context_post;assignment_0;assignment_1;assignment_2;assignment_3;assignment_4;split
621;a;vedere;juxtaposition/contact;spalla a spalla;yes;modifier;spalla;sg;_;_;Al congresso di Torino, abbiamo visto;spalla a spalla;le seguenti sotto - parrocchie dei Ds: ulivisti puri, miglioristi superstiti, veltroniani, dalemiani, pontieri, sinistra tenera, sinistra dura, laburisti, cristianosociali, sinistra repubblicana, comunisti unitari e, dulcis in fundo, riformatori per l'Europa.;test|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
189;a;svuotare;succession/iteration/distributivity;goccia a goccia;yes;modifier;goccia;sg;_;_;La fine portava la festa, il maiale si svuotava;goccia a goccia;, in chiesa il prete issava il Cristo infreddolito sulla croce e dava l'ostia ai credenti, le strade si riempivano, sulla terra bianca la chiazza rossa si stendeva con la lentezza delle cose passate, e il mio sguardo non trovava rifugio.;train|yes|a|_;test|yes|a|_;train|yes|a|_;test|yes|a|_;train|yes|a|_;train
204;a;trovare;juxtaposition/contact;gomito a gomito;yes;modifier;gomito;sg;_;_;Era la prima volta che mi trovavo;gomito a gomito;con qualcosa o qualcuno di nobile stirpe, la mia famiglia inclusa.;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
598;a;Nick;juxtaposition/contact;spalla a spalla;yes;modifier;spalla;sg;_;_;Arrivo di corsa e trovo Gabriel e Nick,;spalla a spalla;, che aspettano.;test|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
221;a;giorno;juxtaposition/contact;gomito a gomito;yes;modifier;gomito;sg;_;_;Will (e credo, segretamente, anche Ben) ha sempre invidiato il mio lavoro e il fatto che mi costringa a stare quasi ogni giorno;gomito a gomito;con decine di modelle tutte stupende!;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
646;a;essere;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Durante più di due secoli essa fu;volta a volta;sotto il dominio dei Visconti, signori di Milano, sotto l'influenza del governo della Chiesa Romana, ebbe governi repubblicani, fu governata dalle più importanti famiglie cittadine in lotta tra loro per ottenere la supremazia.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
608;a;animale;juxtaposition/contact;spalla a spalla;yes;modifier;spalla;sg;_;_;Compiuta la spettacolare manovra lanciarono di nuovo al galoppo i loro animali,;spalla a spalla;, testa a testa, lasciandosi dietro una densa nuvola di polvere, e si arrestarono in brevissimo spazio davantial principe.;test|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
200;a;lottare;juxtaposition/contact;gomito a gomito;yes;modifier;gomito;sg;_;_;Noi ci auguriamo che tutti i comunisti, dappertutto nel mondo, lottino;gomito a gomito;e si oppongano ad ogni attacco di un paese imperialista contro qualsiasi paese del terzo mondo.;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
597;a;lavorare;juxtaposition/contact;spalla a spalla;yes;modifier;spalla;sg;_;_;Entrambi in passato hanno lavorato;spalla a spalla;come aggiunti a Palermo.;test|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
229;a;spesso;juxtaposition/contact;gomito a gomito;yes;modifier;gomito;sg;_;_;Naturalmente certi vecchi quartieri londinesi conservavano le antiche caratteristiche di grande eleganza e ricchezza, ma erano spesso;gomito a gomito;con gli slum più squallidi e più ripugnanti.;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
567;a;avanti;succession/iteration/distributivity;punto a punto;yes;modifier;punto;sg;_;_;Da quel momento si va avanti;punto a punto;.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train|yes|a|_;train
